OBJECTID,ID,Coloring,Block,BlockGroup,Tract,County,State,Block2000,MCD,SubMCD,Place,ConCity,VTD,Congress,LowerSLD,UpperSLD,CountyLD,CityLD,Indian,Trust,TribalSub,ANRC,CSA,CBSA,CBSADiv,UA,UGA,ElemSchool,SecSchool,UnifSchool,ZIP5,UrbanRural,Population,White,Black,AmIndian,Asian,Hawaiian,Other,WhtBlk,WhtInd,WhtAsn,WhtHwn,WhtOth,BlkInd,BlkAsn,BlkHwn,BlkOth,IndAsn,IndHwn,IndOth,AsnHwn,AsnOth,HwnOth,WhtBlkInd,WhtBlkAsn,WhtBlkHwn,WhtBlkOth,WhtIndAsn,WhtIndHwn,WhtIndOth,WhtAsnHwn,WhtAsnOth,WhtHwnOth,BlkIndAsn,BlkIndHwn,BlkIndOth,BlkAsnHwn,BlkAsnOth,BlkHwnOth,IndAsnHwn,IndAsnOth,IndHwnOth,AsnHwnOth,WhtBlkIndAsn,WhtBlkIndHwn,WhtBlkIndOth,WhtBlkAsnHwn,WhtBlkAsnOth,WhtBlkHwnOth,WhtIndAsnHwn,WhtIndAsnOth,WhtIndHwnOth,WhtAsnHwnOth,BlkIndAsnHwn,BlkIndAsnOth,BlkIndHwnOth,BlkAsnHwnOth,IndAsnHwnOth,WhtBlkIndAsnHwn,WhtBlkIndAsnOth,WhtBlkIndHwnOth,WhtBlkAsnHwnOth,WhtIndAsnHwnOth,BlkIndAsnHwnOth,All_Races,AP_Wht,NP_Wht,AP_Blk,NP_Blk,AP_Ind,NP_Ind,AP_Asn,NP_Asn,AP_Hwn,NP_Hwn,AP_Oth,NP_Oth,Race,Races,Races_1,Races_12,Races_12_13,Races_12_13_14,Hispanic_Origin,Not_Hispanic,NH_Wht,NH_Blk,NH_Ind,NH_Asn,NH_Hwn,NH_Oth,NH_WhtBlk,NH_WhtInd,NH_WhtAsn,NH_WhtHwn,NH_WhtOth,NH_BlkInd,NH_BlkAsn,NH_BlkHwn,NH_BlkOth,NH_IndAsn,NH_IndHwn,NH_IndOth,NH_AsnHwn,NH_AsnOth,NH_HwnOth,NH_WhtBlkInd,NH_WhtBlkAsn,NH_WhtBlkHwn,NH_WhtBlkOth,NH_WhtIndAsn,NH_WhtIndHwn,NH_WhtIndOth,NH_WhtAsnHwn,NH_WhtAsnOth,NH_WhtHwnOth,NH_BlkIndAsn,NH_BlkIndHwn,NH_BlkIndOth,NH_BlkAsnHwn,NH_BlkAsnOth,NH_BlkHwnOth,NH_IndAsnHwn,NH_IndAsnOth,NH_IndHwnOth,NH_AsnHwnOth,NH_WhtBlkIndAsn,NH_WhtBlkIndHwn,NH_WhtBlkIndOth,NH_WhtBlkAsnHwn,NH_WhtBlkAsnOth,NH_WhtBlkHwnOth,NH_WhtIndAsnHwn,NH_WhtIndAsnOth,NH_WhtIndHwnOth,NH_WhtAsnHwnOth,NH_BlkIndAsnHwn,NH_BlkIndAsnOth,NH_BlkIndHwnOth,NH_BlkAsnHwnOth,NH_IndAsnHwnOth,NH_WhtBlkIndAsnHwn,NH_WhtBlkIndAsnOth,NH_WhtBlkIndHwnOth,NH_WhtBlkAsnHwnOth,NH_WhtIndAsnHwnOth,NH_BlkIndAsnHwnOth,NH_All_Races,NH_AP_Wht,NH_NP_Wht,NH_AP_Blk,NH_NP_Blk,NH_AP_Ind,NH_NP_Ind,NH_AP_Asn,NH_NP_Asn,NH_AP_Hwn,NH_NP_Hwn,NH_AP_Oth,NH_NP_Oth,NH_1_Race,NH_2__Races,NH_2_Races,NH_3_Races,NH_4_Races,NH_5_Races,NH_DOJ_Blk,NH_DOJ_Ind,NH_DOJ_Asn,NH_DOJ_Hwn,NH_DOJ_Oth,NH_DOJ_OthMR,Pop,Wht,Blk,Ind,Asn,Hwn,Oth,WhtBlk_1,WhtInd_1,WhtAsn_1,WhtHwn_1,WhtOth_1,BlkInd_1,BlkAsn_1,BlkHwn_1,BlkOth_1,IndAsn_1,IndHwn_1,IndOth_1,AsnHwn_1,AsnOth_1,HwnOth_1,WhtBlkInd_1,WhtBlkAsn_1,WhtBlkHwn_1,WhtBlkOth_1,WhtIndAsn_1,WhtIndHwn_1,WhtIndOth_1,WhtAsnHwn_1,WhtAsnOth_1,WhtHwnOth_1,BlkIndAsn_1,BlkIndHwn_1,BlkIndOth_1,BlkAsnHwn_1,BlkAsnOth_1,BlkHwnOth_1,IndAsnHwn_1,IndAsnOth_1,IndHwnOth_1,AsnHwnOth_1,WhtBlkIndAsn_1,WhtBlkIndHwn_1,WhtBlkIndOth_1,WhtBlkAsnHwn_1,WhtBlkAsnOth_1,WhtBlkHwnOth_1,WhtIndAsnHwn_1,WhtIndAsnOth_1,WhtIndHwnOth_1,WhtAsnHwnOth_1,BlkIndAsnHwn_1,BlkIndAsnOth_1,BlkIndHwnOth_1,BlkAsnHwnOth_1,IndAsnHwnOth_1,WhtBlkIndAsnHwn_1,WhtBlkIndAsnOth_1,WhtBlkIndHwnOth_1,WhtBlkAsnHwnOth_1,WhtIndAsnHwnOth_1,BlkIndAsnHwnOth_1,All_Races_1,AP_Wht_1,NP_Wht_1,AP_Blk_1,NP_Blk_1,AP_Ind_1,NP_Ind_1,AP_Asn_1,NP_Asn_1,AP_Hwn_1,NP_Hwn_1,AP_Oth_1,NP_Oth_1,Race_1,Races_12_13_14_15,Races_12_13_14_15_16,Races_12_13_14_15_16_17,Races_12_13_14_15_16_17_18,Races_12_13_14_15_16_17_18_19,H18__Pop,NH18__Pop,NH18__Wht,NH18__Blk,NH18__Ind,NH18__Asn,NH18__Hwn,NH18__Oth,NH18__WhtBlk,NH18__WhtInd,NH18__WhtAsn,NH18__WhtHwn,NH18__WhtOth,NH18__BlkInd,NH18__BlkAsn,NH18__BlkHwn,NH18__BlkOth,NH18__IndAsn,NH18__IndHwn,NH18__IndOth,NH18__AsnHwn,NH18__AsnOth,NH18__HwnOth,NH18__WhtBlkInd,NH18__WhtBlkAsn,NH18__WhtBlkHwn,NH18__WhtBlkOth,NH18__WhtIndAsn,NH18__WhtIndHwn,NH18__WhtIndOth,NH18__WhtAsnHwn,NH18__WhtAsnOth,NH18__WhtHwnOth,NH18__BlkIndAsn,NH18__BlkIndHwn,NH18__BlkIndOth,NH18__BlkAsnHwn,NH18__BlkAsnOth,NH18__BlkHwnOth,NH18__IndAsnHwn,NH18__IndAsnOth,NH18__IndHwnOth,NH18__AsnHwnOth,NH18__WhtBlkIndAsn,NH18__WhtBlkIndHwn,NH18__WhtBlkIndOth,NH18__WhtBlkAsnHwn,NH18__WhtBlkAsnOth,NH18__WhtBlkHwnOth,NH18__WhtIndAsnHwn,NH18__WhtIndAsnOth,NH18__WhtIndHwnOth,NH18__WhtAsnHwnOth,NH18__BlkIndAsnHwn,NH18__BlkIndAsnOth,NH18__BlkIndHwnOth,NH18__BlkAsnHwnOth,NH18__IndAsnHwnOth,NH18__WhtBlkIndAsnHwn,NH18__WhtBlkIndAsnOth,NH18__WhtBlkIndHwnOth,NH18__WhtBlkAsnHwnOth,NH18__WhtIndAsnHwnOth,NH18__BlkIndAsnHwnOth,NH18__All_Races,NH18__AP_Wht,NH18__NP_Wht,NH18__AP_Blk,NH18__NP_Blk,NH18__AP_Ind,NH18__NP_Ind,NH18__AP_Asn,NH18__NP_Asn,NH18__AP_Hwn,NH18__NP_Hwn,NH18__AP_Oth,NH18__NP_Oth,NH18__1_Race,NH18__2__Races,NH18__2_Races,NH18__3_Races,NH18__4_Races,NH18__5_Races,NH18__DOJ_Blk,NH18__DOJ_Ind,NH18__DOJ_Asn,NH18__DOJ_Hwn,NH18__DOJ_Oth,NH18__DOJ_OthMR,Housing_Units,HU_Occupied,HU_Vacant,Sliver,cvgisCITYcensus_block_2010_areaAREA
11,11716,0,515400007004023,515400007004,51540000700,51540,51,515400007004013,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,11734,3,515400007004020,515400007004,51540000700,51540,51,515400007004009,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,86,79,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7,6,80,0,86,1,85,0,86,0,86,86,0,0,0,0,0,0,86,79,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7,6,80,0,86,1,85,0,86,0,86,86,0,0,0,0,0,6,0,1,0,0,0,78,73,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,4,74,0,78,1,77,0,78,0,78,78,0,0,0,0,0,0,78,73,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,4,74,0,78,1,77,0,78,0,78,78,0,0,0,0,0,4,0,1,0,0,0,41,38,3,0,
13,11755,1,515400007004019,515400007004,51540000700,51540,51,515400007004014,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,80,77,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,80,0,80,3,77,0,80,0,80,80,0,0,0,0,0,0,80,77,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,80,0,80,3,77,0,80,0,80,80,0,0,0,0,0,0,0,3,0,0,0,74,71,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,74,0,74,3,71,0,74,0,74,74,0,0,0,0,0,0,74,71,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,74,0,74,3,71,0,74,0,74,74,0,0,0,0,0,0,0,3,0,0,0,41,36,5,0,
14,11774,2,515400007004016,515400007004,51540000700,51540,51,515400007004012,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,16,0,16,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,16,0,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,16,0,16,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,16,0,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,
15,11795,1,515400007004021,515400007004,51540000700,51540,51,515400007004010,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,21,0,21,0,21,21,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,21,0,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,17,0,17,0,17,17,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,17,0,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,11,10,1,0,
16,11811,0,515400007004015,515400007004,51540000700,51540,51,515400007004011,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,9,0,9,1,8,8,1,1,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,9,0,9,1,8,8,1,1,0,0,0,0,0,0,0,1,0,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,9,0,9,1,8,8,1,1,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,9,0,9,1,8,8,1,1,0,0,0,0,0,0,0,1,0,10,5,5,0,
17,11830,0,515400007004006,515400007004,51540000700,51540,51,515400007004003,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,11845,1,515400007004005,515400007004,51540000700,51540,51,515400007004003,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,36,31,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,3,33,0,36,1,35,0,36,1,35,36,0,0,0,0,0,1,35,31,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,3,32,0,35,1,34,0,35,0,35,35,0,0,0,0,0,3,0,1,0,0,0,33,28,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,3,30,0,33,1,32,0,33,1,32,33,0,0,0,0,0,1,32,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,3,29,0,32,1,31,0,32,0,32,32,0,0,0,0,0,3,0,1,0,0,0,22,21,1,0,
19,11872,3,515400007004007,515400007004,51540000700,51540,51,515400007004004,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,20,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,20,0,20,1,19,0,20,0,20,20,0,0,0,0,0,0,20,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,20,0,20,1,19,0,20,0,20,20,0,0,0,0,0,0,0,1,0,0,0,14,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,14,0,14,1,13,0,14,0,14,14,0,0,0,0,0,0,14,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,14,0,14,1,13,0,14,0,14,14,0,0,0,0,0,0,0,1,0,0,0,7,7,0,0,
20,11888,2,515400007004004,515400007004,51540000700,51540,51,515400007004003,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,11907,0,515400007004002,515400007004,51540000700,51540,51,515400007004002,5154090780,,5114968,,51540401,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,11929,3,515400007004003,515400007004,51540000700,51540,51,515400007004003,5154090780,,5114968,,515404022,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,11946,1,515400005025007,515400005025,51540000502,51540,51,515400005025002,5154090780,,5114968,,51540302,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,12,0,14,0,14,0,14,0,14,14,0,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,12,0,14,0,14,0,14,0,14,14,0,0,0,0,0,2,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,12,0,14,0,14,0,14,0,14,14,0,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,12,0,14,0,14,0,14,0,14,14,0,0,0,0,0,2,0,0,0,0,0,12,10,2,0,
